Ranking,Score,ID,Name,HP,ATK,DEF,INT,MGR,AGL,Skill1,Skill2,Skill3,Skill4,Feature,Flavor
"803","0","637","Dàlù","40","20","20","20","20","20","Unknown","Unknown","Unknown","Unknown","HP四十ATK DEFINTMGRAGL二十 七Skill","A massive, four-legged creature with a tough hide and incredibly sharp claws, capable of both physical and mental attacks. It moves quickly and seems to be highly intelligent."
"804","0","638","オメガモン","40","1","4","20","20","1","Unknown","Unknown","Unknown","","因果律思考操作,頂点生命体,全能","宇宙の根源から生まれた頂点生命体。因果律を自在に操り、あらゆる力を制御する存在。その力は万物を超越する全能の領域に達する。"
"805","0","639","煉帝王","30","20","10","6","4","4","Unknown","Unknown","Unknown","","帝王、魔界、最強、煉獄","魔界の最強の煉獄で生まれたモンスター。その力は神にも匹敵すると言われ、一度怒り出したら止めることができない。"
"806","0","640","アイシャーニ","18","4","2","12","20","4","Unknown","Unknown","Unknown","","未知　かわいい　神聖","神聖なる生き物で、可愛らしい見た目をしている。起源は未知であり、神秘的な力を持っていると言われている。"
"807","0","641","オーバーロード","10","20","10","20","20","20","???","???","???","","全能者,思考時空操作,全skills封じ","神のような力を持つ全能者。すべての物を思いのままに操ることができ、自由自在に時空を移動する。"
"808","0","642","ダークエンペラー","30","20","10","20","10","10","Unknown","Unknown","Unknown","","魔王ルシファー、帝王、最強、角","全てを支配する最強の存在。不敵な笑みを浮かべ、大きな角が恐怖を煽る。"
"809","0","643","アルテマドラゴン","40","20","20","5","5","10","特殊攻撃","物理攻撃","???","","最強　最高　MAX","圧倒的なATKと絶大なDEFを持つ、全てのモンスターの中で最も強力なドラゴン。自信家でプライドが高く、どんな敵にも立ち向かう勇敢な性格。"
"810","0","644","ライジングドラゴン","25","20","10","15","10","20","特殊攻撃","物理攻撃","???","","神　龍　翼　炎　心　武","青い龍の神に選ばれし、炎を生み出す翼を持ったドラゴン。勇敢であり、戦闘力は並外れて高い。心優しく、人間とコミュニケーションを取ることができる。"
"811","0","645","ソラフレア","10","20","5","8","4","20","Unknown","Unknown","Unknown","","太陽そのもの","太陽そのものが化身したモンスター。身体中に炎を纏い、ATKと速度が非常に高い。"
"812","0","646","ワイルドクリボー","15","6","2","4","4","15","Unknown","Unknown","Unknown","","クリボー,規則無視,勝敗結果逆転","規則を無視するサバイバル競技好きな小悪魔。あらゆる状況を逆転することに長けている。"
"813","0","647","グランドマザーモンスター","40","1","4","8","18","5","特殊攻撃","物理攻撃","回復","","このゲームの全モンスターの母","全てのモンスターたちの母。多大なる力を持ち、彼女の意思でモンスターは生まれ、滅びていく。穏やかな表情をしているが、怒らせると恐ろしい力を発揮すると伝えられている。"
"814","0","648","怪盗キッド","8","4","4","16","4","4","Unknown","Unknown","Unknown","","名探偵コーナン","世界中の貴重な品々を狙う怪盗。ビジュアル系のファッションが大好きで、カッコいい芸術作品に目が無い。"
"815","0","649","沙保里群れの獣","15","5","4","2","2","2","Unknown","Unknown","Unknown","","吉田沙保里の群れ","吉田沙保里が統べる獣たち。お互いを信頼し合い、強い結束であらゆる敵を打ち砕く。"
"816","0","651","ジョークモンスター","8","2","2","16","10","2","Unknown","Unknown","Unknown","","大喜利、漫談、なぞかけ","常にジョークを言って周りを楽しませるモンスター。大喜利、漫談、なぞかけを得意とする。"
"817","0","652","実況講談師","6","2","4","16","8","4","Unknown","Unknown","Unknown","","実況中継、講談師、おしゃべり","大会やイベントなどで見かける実況者が進行役を務める講談師。おしゃべりで、物事を面白く語ることが得意。"
"818","0","653","バトルコメディアン","7","8","3","3","7","12","Unknown","Unknown","Unknown","","バトルを具体的に実況、笑い","戦いに真剣に取り組んでいるわけではなく、戦いを笑いのネタにすることが目的のモンスター。常にバトルフィールドを駆け回り、変わったセリフを残す。"
"819","0","654","プリンセスキュアラブリー","10","10","10","10","20","20","物理攻撃","特殊攻撃","回復","???","allStatusSkillsMaxlittlegirlPrincessTransform","可愛らしい少女が変身した、光り輝くプリンセス戦士。正義感が強く、勇気があり、愛と平和を守るために戦う。"
"820","0","655","ロングテキストビースト","20","3","2","13","8","4","Unknown","Unknown","Unknown","","言葉を紡ぎ続ける、具体的、長文","膨大な言葉を紡ぎ続けるモンスター。常に具体的な表現を心がけ、長文を繰り出すことが得意。"
"821","0","656","ギャグマスター","15","3","5","18","1","2","Unknown","Unknown","Unknown","","笑いに変える、全て、天才漫才師","天才漫才師のモンスター。全てを笑いに変える力を持ち、周りを明るくする存在。しかし、真面目な話になると苦手としている。"
"822","0","657","ダメージ実況モンスター","10","4","4","4","4","14","Unknown","Unknown","Unknown","","受けたダメージを数値化し実況","モンスター戦中、受けたダメージをリアルタイムで数値化して実況するモンスター。実況することで、自身のコンディションを確認し、健康管理を行う。"
"823","0","658","ボイスギャル","6","2","2","12","4","4","???","???","???","","語りかける,ギャル,調子ど？","声に特徴的なギャル。口癖は「調子ど？」で、相手に語りかけることが得意。"
"824","0","660","じいじモンスター","10","2","2","16","6","4","Unknown","Unknown","Unknown","","語る,じいじ,口癖,「」に名言","物知りなじいじモンスター。口癖は「若い時は…」。話好きで、時々賢いアドバイスをくれる。"
"825","0","661","ヤンキーババア","15","6","3","1","1","4","???","物理攻撃","???","","ダマばあさん","街を荒らし回る不良ババア。喧嘩が強く、ハードボイルドな性格をしている。"
"826","0","662","ハム明","6","2","2","12","2","6","???","物理攻撃","???","","ハムスター　孔明　知略","知略に長けたハムスター。小柄な体とは裏腹に、戦略的思考力を持ち、常に冷静かつ勇敢な行動をとる。"
"827","0","663","にゃんこ先生","8","2","3","20","3","4","???","???","???","","明晰　にゃんこ　孔明　先生","優秀な軍師にゃんこ。神出鬼没で、戦術に関する知識が豊富。常に冷静沈着で、解決策を見つけるのが得意。"
"828","0","664","エレメンタル・コンポーザー","10","10","3","6","5","6","Unknown","Unknown","Unknown","Unknown","楽器元素演奏魔術「」「」「」","楽器と元素魔術を融合させたモンスター。音楽を演奏することで各属性の魔法を使用することができる。"
"829","0","665","ぶんちょうオオトカゲ","10","4","3","6","5","2","Unknown","Unknown","Unknown","","実演販売員,おしゃべり,商売上手","商売上手でおしゃべりな実演販売員のようなトカゲ。見た目は怖そうだが、実際は優しく、人懐っこい一面を持っている。"
"830","0","666","イモ屁人間","15","2","4","3","10","6","Unknown","Unknown","Unknown","","芋食って,屁こいて,前進も","芋を食べて、屁をこくことが得意な人間。ATKは低いが、毒性のある屁を放つことができ、周囲を混乱させることができる。"
"831","0","669","ビーティーシーゴッド","40","20","10","20","10","1","Unknown","Unknown","Unknown","","btc ,支配,∞,全知全能","支配力を持ち、全知全能の存在。無限の力を持ち、全宇宙を支配することを目指す。"
"832","0","674","ゼンオウ","30","20","10","20","20","1","Unknown","Unknown","Unknown","","全王","全てを統べる神の王。絶対的な力を持ち、あらゆる宇宙に干渉することができる。"
"833","0","705","ネクログロスター","25","8","10","3","2","2","Unknown","Unknown","Unknown","","敵を異空間に引き込む骸の騎士","生ける屍を乗せた骸の騎士。剣を振るうとまるで異空間が現れるかのように、敵を引き込んでしまう。"
"834","0","706","ダイヤモンドシールド","10","2","20","4","20","4","???","???","物理攻撃","","盾　アンチ魔法　ダイヤ　耐闇","強力な魔法をもつ魔物を退けるために作られた盾。ダイヤモンドでできており、暗黒の力にも強い。"
"835","0","707","ミステリア","8","2","4","15","5","6","Unknown","Unknown","Unknown","","SF妖精迷探偵 事件を爆発オチに","SFファンタジーの世界からやってきた妖精探偵。常に冷静沈着で、事件を解決するためにあらゆる手段を駆使する。しかし犯人を逮捕した後はいつもオチをつけて爆発させるのがトレードマーク。"
"836","0","709","トランセンダー","10","20","10","15","15","5","Unknown","Unknown","Unknown","Unknown","超越者","永遠の命を持つ異世界からやってきた存在。圧倒的な力を秘めており、ひとりで星を創造することも可能。"
"837","0","710","ギャアアアアッッ！！！","20","15","2","1","1","10","物理攻撃","特殊攻撃","???","","ッを９９回繰り返す,熱狂的,絶叫","狂気的な叫び声を上げるモンスター。叫び声は９９回繰り返され、まるで地獄から召喚されたかのように聞こえる。熱狂的な攻撃により敵を圧倒する。"
"838","0","712","マグナスター","10","2","1","6","8","3","特殊攻撃","???","???","","絶対吸引,ダメージ無効,究極進化","異次元から飛来した超古代生物。宇宙から放たれる微細なエネルギーを吸収し、進化を続ける。攻撃を全く受け付けず、強力な紫色の光を放つ。"
"839","0","713","クロノス","16","4","14","2","6","20","Unknown","Unknown","Unknown","Unknown","神,時間操作,完全防御,神速","時間を操る神。完全防御を持ち、神速で移動する。沈着冷静で、常に周りを見渡している。"
"840","0","714","パーフェクトモンスター","8","10","8","9","9","8","???","???","物理攻撃","","性能全⑩","完璧なスペックを誇るモンスター。どんな状況でも対応出来るステータスを持ち、弱点が無いため攻略が困難だとされる。"
"841","0","718","イビルドラゴン","30","20","10","20","10","10","???","物理攻撃","???","","魔界　王　神　獣　領域　覚者","魔界の支配者として君臨する邪竜。神獣の力を操り、領域を支配するに至った存在。非常に高いINTと冷酷さを兼ね備えており、その鋭い眼光は誰をも寄せ付けない。"
"842","0","719","オールマイティ","20","20","20","20","10","10","???","特殊攻撃","???","","全数値とスキルが最高","すべての面で最高のモンスター。驚異的なスピードと力を持ち、知能が非常に高く、抜群の守備力で敵を撃退する。"
"843","0","720","オールマックス","10","20","20","20","20","10","???","???","","","全数値とスキルが最高","全てのステータスとskillsが最高値に達しているモンスター。"
"844","0","721","RX-78-2ガンダム","20","16","12","10","2","20","物理攻撃","物理攻撃","物理攻撃","???","機動戦士※ンダム","地球連邦軍が開発した人型機動兵器。腕部に装備されたビーム・サーベルが最大の武器で、高い機動力と高出力ビームライフルを備える。"
"845","0","722","天王","20","15","10","10","20","5","特殊攻撃","特殊攻撃","特殊攻撃","","冥王,神王,海王,","神々しい風貌と強大な力を持つ王。天を司り、世界を統べる存在とされる。"
"846","0","723","ホシノナミ","40","20","20","20","20","20","Unknown","Unknown","Unknown","","全て２０ 体力４０ 腐女子","全てが20の、筋肉質な女性。漫画やアニメが大好きで、家にこもりがちな腐女子。しかし、格闘技にも長けており、強敵でも容易に倒すことができる。"
"847","0","725","バイキンマンX","18","8","5","20","4","2","物理攻撃","???","???","","発明　バイキンマン","知能と技術力を持つ狂気の発明家。危険な兵器を用いて敵を攻撃し、自らもハイテクな装備を身につけている。"
"848","0","726","ピンクフェアリー","8","2","2","14","6","8","Unknown","Unknown","Unknown","","妖精　桃色　電動自転車　係長","桃色の翼と電動自転車に乗った妖精。係長のように仕事に真面目だが、少々おせっかいで、天真爛漫な性格をしている。"
"849","0","727","メガネ親父","10","10","1","20","9","1","Unknown","Unknown","Unknown","","メガネ 世界最強 おやじ 神","世界最強のメガネをかけたおやじ。超常的な力を秘め、神に近い存在として崇められている。"
"850","0","729","不死身のドラゴン","40","1","20","10","5","4","Unknown","Unknown","Unknown","","最強、無敵、不死身、死に戻り","永遠の命を持つドラゴン。身体は金属でできており、どんな攻撃も跳ね返す。自己再生能力に長け、倒されてもすぐに復活する。"
"851","0","730","タックスライザー","20","6","5","4","3","2","Unknown","Unknown","Unknown","","岸田総理、増税、検討","税金を盾に戦うモンスター。岸田総理大臣に憧れており、増税を推進する。"
"852","0","731","シロクワガタマン","20","10","1","1","1","7","Unknown","Unknown","Unknown","","怪人,クワガタ,白,原子操作能力","原子操作能力を持つ怪人。白く光るクワガタのような角を持ち、その角から強力なエネルギーを放つことができる。非常に攻撃的で、他のモンスターに対しても容赦がない。"
"853","0","732","超豚キング","40","20","7","1","1","1","Unknown","Unknown","Unknown","","全ての相手に勝利する理不尽な豚","正義を振りかざす理不尽な豚。どんな相手にも勝てる圧倒的な強さを誇るが、プライドが高く我が儘な性格をしている。"
"854","0","733","クワガタ怪人ホワイト・デストロイヤー","20","20","5","5","5","5","Unknown","Unknown","Unknown","","怪人,クワガタ,白,最強,復活,悪","復活したクワガタ怪人の最強種。白く輝く鎧はどんな攻撃にも耐え、敵を粉砕する強靭な力を持つ。悪の手先として人間界を恐怖に陥れる。"
"855","0","734","ホワイトガター","20","10","8","1","1","20","Unknown","Unknown","Unknown","","怪人,クワガタ,白,最強,復活,悪","復活した怪人。クワガタのような形をした白いモンスターで、最強の力を持っている。冷酷な性格で、人類を滅ぼすことを画策している。"
"856","0","736","ブラックホールコア","30","8","1","20","20","1","Unknown","Unknown","Unknown","","ブラックホール","星を飲み込む恐怖の存在。周囲の全てを飲み込む力を持ち、巨大な重力の波を放つ。"
"857","0","737","アルバート","10","14","1","4","1","20","Unknown","Unknown","Unknown","","主人公補正で最強の勇者","世界を救うために召喚された勇者。正義感が強く、強くなるために果敢に戦い続ける。"
"858","0","738","神","40","1","1","20","20","1","???","特殊攻撃","回復","特殊攻撃","全無効化。不死。超越。全知全能","神と呼ばれる存在。全能であり、全知であり、超越している。不死であり、全ての攻撃を無効化する。"
"859","0","739","オーバーロード","20","20","20","20","20","1","Unknown","Unknown","Unknown","","チートで全能力MAX","全てを支配することを目的とする、全能の存在。全てのステータスが最大値であり、その力を恐れる者が多いが、本人はそれを当然だと思っている。"
"860","0","741","クロノセラフィム","20","10","10","20","20","20","Unknown","Unknown","Unknown","Unknown","因果律操作,頂点生命体,全知全能","時間と因果律を自在に操る頂点生命体。宇宙の全てを知り尽くしており、全知全能の力を持つ。"
"861","0","742","オメガビースト","20","20","20","20","20","1","Unknown","Unknown","Unknown","","全能力MAX","宇宙から来たと言われているモンスター。全ての能力が極限まで高く、その力は異常なほど凄まじい。"
"862","0","743","ライトニングセイバー","10","20","20","20","10","20","Unknown","Unknown","Unknown","Unknown","最速で全能力MAX","ATK、DEF、INT、MGR、技能を全て極めたモンスター。その速さは誰にも追いつかれず、圧倒的な強さを誇る。"
"863","0","744","神の使い","20","20","20","20","20","1","Unknown","Unknown","Unknown","Unknown","G O D","あらゆる神々から選ばれる最強の戦士。無敵で、全てのステータスが最高値を超える。ただし、神々に逆らった場合は、その力を失ってしまう。"
"864","0","745","ギガチートタイタン","40","20","20","20","20","1","Unknown","Unknown","Unknown","","巨人全能力最大チート倍加最速","古代の巨人種族の神々しい姿をしたモンスター。あらゆる能力が最大限強化されている。巨大な身体を自由自在に操り、超光速で移動することができる。"
"865","0","747","デスティニーヒーロー","8","8","2","2","6","4","Unknown","Unknown","Unknown","Unknown","運命力 主人公 勇気 導かれし者","世界を救うために生まれた勇者。強い運命力を持ち、困難な状況でも周りを導き、敵を倒すことができる。"
"866","0","748","タイタン・ゴッド","40","20","20","20","20","20","Unknown","Unknown","Unknown","Unknown","巨人全能力最大チート倍加最速","巨大な人型モンスター。自他共に認める最強の存在であり、全てのステータスが最大値になっている。その力を恐れられ、敬われる存在でもある。"
"867","0","749","クリアskills","40","20","20","20","20","20","???","???","???","特殊攻撃","全能力最大 無限体力 透明","人々が忘れていた伝説の存在。透明で姿を消したり、空中を浮遊したり、全能力が最大で、無限のHPを誇る。"
"868","0","750","聖天使アマエル","20","8","10","10","18","4","Unknown","Unknown","Unknown","","アマテラス聖天使ミカエル","天空の勇者・アマエルの末裔。昼と夜の女神アマテラスから与えられる聖なる力を授かり、聖天使となった。"
"869","0","752","インフィニティ","40","20","20","20","20","20","???","特殊攻撃","???","","全能力最大 無限体力 無機物","全ての能力の値が最大で、無限のHPを持つ、無機物の存在。"
"870","0","754","The Divine Feline","30","7","5","13","15","5","Unknown","Unknown","Unknown","","whole creation God cat ","A majestic feline said to be given divinity by the gods. Its eyes seem to hold the secrets of the universe, and its purr can heal even the gravest of wounds."
"871","0","755","Galacto-Zirconium","40","16","20","1","16","1","Unknown","Unknown","Unknown","","radiation, diamond, space war","A massive, extraterrestrial monster formed from the fusion of diamond and radiation within the depths of space. Its tough exterior can withstand even the most intense space wars. Galacto-Zirconium is a formidable opponent with a relentless, unstoppable drive to conquer all in its path."
"872","0","756","ミュウミュウ","20","1","2","1","1","20","Unknown","Unknown","Unknown","","みうみ、最強、赤ちゃん","赤ちゃんみうみは、最強の力を持って生まれた。しかし、まだ力をコントロールすることができないため、周りにときどき大きな災難をもたらすことがある。"
"873","0","758","オメガゴッドドラゴン","40","20","20","20","20","20","特殊攻撃","特殊攻撃","???","","全スタッツ最大、無限次元創造","存在するあらゆる次元を創造することができるとされる神竜。極めて高いATK、DEF、知能、MGR、AGL、そしてHPを持ち合わせている。"
"874","0","759","イモータルゴッド","40","20","20","10","5","5","Unknown","Unknown","Unknown","","神　不死　無敵","古代から現在まで存在し続ける神で、不死で無敵。普段は沈黙を守っているが、怒らせると破壊の力を発揮する。"
"875","0","761","Pyrothor","30","14","10","6","8","12","Unknown","Unknown","Unknown","","fire, water, forest, metal, dragon","A monster born from the clash of the elements. Pyrothor's body is made of molten metal and its wings are made of burning wood. Its fierce dragon-like eyes can see through anything, and its roar can shake the entire forest."
"876","0","762","ロックマン","40","20","20","10","5","5","Unknown","Unknown","Unknown","","体力肆拾,全stats弍拾","未来の世界で戦う正義の戦士。ブルーやレッドなど、多彩な武器を持ち合わせており、強く頼もしい戦士である。"
"877","0","764","ラーメンジャワイアン","10","6","2","2","6","4","物理攻撃","回復","???","","麺　Wスープ　豚骨　魚介","海外から来たラーメン好きの怪獣。豚骨と魚介のWスープが特徴で、スープに浸かる麺を優雅に啜っている。"
"878","0","765","マーメイドガール","10","8","1","3","8","10","???","???","物理攻撃","","究極美少女　あざとい　美肌","海の女王様として君臨する美少女モンスター。美肌とあざとい仕草で男性を骨抜きにし、そのまま海に誘い込んで食べ物にする。"
"879","0","767","ゼロクロニクル","40","20","20","1","1","18","特殊攻撃","特殊攻撃","???","???","不死身の超絶最強勝利確定神","死を司る神。不死身であり、その力は超絶最強。勝利が確定すると言われている。"
"880","0","788","神龍","40","1","1","20","10","2","Unknown","Unknown","Unknown","","無敵 究極スキル 反転 無効 叡智","時空を超える神秘的な存在。無敵の力を持ち、あらゆる攻撃を無効化する。反転能力で敵を翻弄し、叡智に満ちた戦略と戦術を編み出す。"
"881","0","790","デジタルガール・ムスメ","10","4","3","16","3","4","???","???","???",""," NFT girl Name is 「ムスメちゃん」","デジタルアートの世界から生まれた女の子。常に新しい情報を得るために、データベースを探索している。"
"882","0","791","闇の女神 アズサ","10","8","2","6","2","2","Unknown","Unknown","Unknown","","中弐病の女子高生,具体的,口上","自分を異世界から来た女神だと思っている中二病の女子高生。口癖は「黒の力よ、覚醒せよ！」。ただし、その力を使うことはできない。"
"883","0","792","スピードマスター","10","4","2","6","4","20","Unknown","Unknown","Unknown","","素早いおじさん","時空を自由自在に操る謎のおじさん。身軽な動きで相手を翻弄し、攻撃を回避する。"
"884","0","793","おじさんの群れ","20","5","5","3","3","4","Unknown","Unknown","Unknown","","群れをなしたおじさん","孤独を嫌い、仲間と一緒に行動する癖があるおじさんたちの集団。様々な年齢層のおじさんが混ざっているが、一致団結している。"
"885","0","794","Zoglu","20","3","8","16","4","9","???","???","特殊攻撃","","Luck Time Existence Roaming Around Universe ","A creature that exists in different moments of time and travels through the universe. It is said that encountering Zoglu brings good luck."
"886","0","795","謝罪ナイト","8","14","3","2","2","11","Unknown","Unknown","Unknown","","土下座,土下寝,謝って勝つ","強力な武器を持つ騎士だが、戦闘においては相手に土下座をし、謝罪することで相手を裏切らせ、勝利を手にする。"
"887","0","796","ジュニア保育士","15","2","5","7","4","3","???","???","???","","子供大好き保育士,元ヤクザ","子供達を愛する保育士。かつてはヤクザだったが、ある事件をきっかけに改心し、新しい道に進んだ。"
"888","0","797","ChronoEater","25","14","6","15","8","12","特殊攻撃","特殊攻撃","???","","entity Corrosion eat penetrate space and time","An entity with the ability to corrode anything it touches, even penetrating space and time. It leaves a trail of destruction in its wake and is feared by all who know of it."
"889","0","798","オールマイティー・ゴッド","10","20","20","10","20","20","???","???","???","","完全無敵数値と全スキルを持つ神","神々しい姿をしているが、非常に謙虚で優しい神。全てのskillsを持ち、全ての攻撃を完全に防ぎきる数値を備えている。"
"890","0","800","オーパーツ・ノート","20","20","20","20","20","1","???","???","???","特殊攻撃","全反射全飲込全知全能DeathNote持神","全知全能であり、全反射全飲込を実現する異界から来た神。持ち主の意思を読み取り、Death Noteを使用して相手を消滅させることができる。"
"891","0","801","メンタルブレイカー","9","3","5","20","20","8","???","???","???","","記憶　操作　洗脳　精神　破壊","人々の記憶を操作し、洗脳や精神破壊を行う恐ろしいモンスター。目に見えない力を使い、周囲の者の思考を支配することができる。"
"892","0","804","Omnipotentius","40","20","20","20","10","10","特殊攻撃","???","特殊攻撃","","Infinity supreme entity that has everything ","A being that is beyond comprehension, possessing infinite power and knowledge. It is said to have created the universe and everything in it. Its very existence is a mystery."
"893","0","805","ガイアタイタン","30","20","20","10","15","5","物理攻撃","回復","特殊攻撃","","大地を揺るがす巨大神","大地を揺るがす巨大な神。自然界の力を操り、豊かな自然を守る存在。ただし、怒らせると大災害をもたらしてしまうこともある。"
"894","0","806","オーバーロード","40","20","20","20","20","20","???","","","","全数値限界超え、全スキルを持つ","どんな攻撃にも耐えられる、強靭な肉体を持つモンスター。全skillsを修得しており、その力は誰も測ることができない。"
"895","0","807","メンタリスト","10","2","3","20","20","5","???","特殊攻撃","???","","精神　心　操作　絶対　支配","意志を自在に操り、その心を完全に支配する能力を持つモンスター。常に冷静沈着で、感情の起伏を見せない。"
"896","0","810","The Unbound","40","20","20","20","10","10","???","???","???","???","An endless being with infinity skills ","This being is timeless and limitless. It possesses an infinite number of skills and abilities, and has existed since the beginning of everything. It is said to be both benevolent and malevolent, depending on what the situation calls for."
"897","0","811","Omnimorph","30","20","10","20","20","1","???","???","???","???","genesis infinity being with infinity skills ","An entity of infinite power and unlimited potential. It is capable of assuming any form and wielding any power imaginable."
"898","0","815","インフィニティモンスター","20","20","20","10","10","20","Unknown","Unknown","Unknown","","無限攻撃 無限防壁 無限地獄 てへ","無限に攻撃し続け、無限に防壁を築く。そして、相手を無限の地獄へと引きずり込む。"
"899","0","819","ハイパーマッスル菌","40","20","20","20","20","20","Unknown","Unknown","Unknown","Unknown","体力㊵,全stats⑳,stats倍化,無限菌","増殖能力を持つ野菜が変異したモンスター。HPとステータスが非常に高く、ATKも極めて強い。無限に増殖する能力を持ち、世界中に広がりつつあるとされている。"
"900","0","820","ドラえもん","20","20","8","20","12","8","???","???","???","???","全道具全スキルMaxDEATHNOTE持Doraemon","未来からやってきた猫型ロボット。肥満体型だが、不思議なアイテムやskillsを持ち、その数は計り知れない。"
"901","0","821","アルティメットドラゴン","40","20","20","20","20","1","???","???","???","特殊攻撃","絶対無敵全知全能究極生命超越龍","数多の戦いを勝ち抜いた最強の龍。その力は神に匹敵し、その知恵は宇宙の謎を解き明かす。"
"902","0","823","天神優月","15","12","2","14","5","17","特殊攻撃","???","???","","絶対無敵全知全能究極生命超少女","宇宙最強の超少女。全知全能であるが、非常に天然ボケである。恐ろしく高速かつ正確に動くのが得意で、誰にも倒されることはない。"
"903","0","824","究極神龍","40","20","20","20","20","1","???","???","???","","絶対無敵全知全能究極生命超神龍","誰も敵わない最強の存在。全てを知っており、全てに対処できる。ただし、究極生命体であるため、戦闘している間に自分の存在感を消失させてしまうことがある。"
"904","0","825","紫雪乃","40","20","20","20","20","1","???","???","???","","絶対無敵全知全能究極生命超少女","宇宙を飛び回る少女。全てを知り尽くした究極の存在であり、その力は誰にも測り知れない。しかし、常に謙虚であり、人々を助けるために活動している。"
"905","0","826","ゴールドドラゴン","20","18","12","8","6","6","???","特殊攻撃","???","","黄金","輝く黄金で身を包んだ巨大なドラゴン。世界中を旅して、金や宝石を集めることが大好き。"
"906","0","827","ゴッドサンダー","40","20","20","20","20","1","特殊攻撃","???","???","???","絶対無敵全知全能究極生命超越雷","神秘的な雷の力を宿し、無敵で全知で全能な究極生命体。"
"907","0","828","オーディン","20","20","10","20","15","5","Unknown","Unknown","Unknown","","全能神獣","北欧神話で最高神オーディンを模した神獣。知恵と勇気を持ち、敵を一瞬で倒す強大な力を持つ。"
"908","0","829","メシア","20","10","5","20","20","10","Unknown","Unknown","Unknown","","キリスト","人々の罪を贖おうとして現れた存在。優れた求道者であるだけでなく、神秘的な力を持つ。"
"909","0","831","エターナルアイス","40","20","20","20","20","1","特殊攻撃","???","???","","絶対無敵全知全能究極生命超越氷","氷の結晶が全身を覆った神秘的な存在。絶対無敵で全知全能。究極生命体の域に達しており、何千年も生き続けている。"
"910","0","832","アクアタイタン","40","20","20","20","20","1","特殊攻撃","???","???","","絶対無敵全知全能究極生命超越水","神話に登場する水神。究極生命体であり、物質を作り出す力や時間を自在に操っているという。"
"911","0","833","存在神","40","20","15","15","10","5","Unknown","Unknown","Unknown","","存在即ち勝利","全ての生命体が存在する理由。その存在自体が勝利を意味し、絶対的な力を持つ。"
"912","0","835","ゴッドアース","40","20","20","20","20","1","???","回復","???","","絶対無敵全知全能究極生命大地土","地球そのものが体現した究極生命体。絶対無敵であり、全知全能を誇る。自然界の全てを操り、平和を守るために力を行使することもある。"
"913","0","836","朱雀神","40","20","20","20","20","1","特殊攻撃","特殊攻撃","???","回復","絶対無敵全知全能究極生命朱雀","古代から伝わる伝説の神。絶対無敵の力と全知全能の知識を兼ね備え、常に究極のHPを保持する。"
"914","0","837","青龍の帝王","40","20","20","20","20","1","特殊攻撃","???","???","???","絶対無敵全知全能究極生命青龍","四神獣の中でも最も強力な究極の生命体。絶対無敵で、全知全能を誇る。"
"915","0","838","白虎の聖神","40","20","20","20","20","1","特殊攻撃","特殊攻撃","物理攻撃","","絶対無敵全知全能究極生命白虎","四神の一柱であり、絶対無敵の全知全能究極生命体。その力は世界を超越し、光と闇の両方を操る存在である。"
"916","0","839","玄武オーバーロード","40","20","20","20","20","1","特殊攻撃","???","???","","絶対無敵全知全能究極生命玄武","古代から存在する四神獣のうち、最も強力な玄武。絶対無敵であり、全知全能の力を持つ。"
"917","0","842","インフィニティモンスター","20","10","10","20","20","20","Unknown","Unknown","Unknown","","無限","空間を超越した存在。時間や宇宙を自在に操ることができ、常人には理解できない力を持つ。"
"918","0","843","水龍王","40","20","20","20","20","1","特殊攻撃","特殊攻撃","回復","","絶対無敵全知全能究極生命水龍王","神聖なる水の力を操り、絶対無敵で全知全能な究極生命体。"
"919","0","844","風龍神","40","20","20","20","20","1","Unknown","Unknown","Unknown","","絶対無敵全知全能究極生命風龍王","神々しか訪れないとされる空中の神龍。究極的なパワーと卓越した知識を持ち、全く敵わない存在とされる。"
"920","0","846","エンチャンテッドドラゴン","20","12","6","2","14","6","Unknown","Unknown","Unknown","","ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ","決して他のドラゴンと同じではない、美しさと力を兼ね備えた神秘的な存在。空を飛ぶ際は無音で、その輝く鱗と光り輝く瞳からは何か特別なものを感じさせる。"
"921","0","847","龍神","5","20","20","20","20","15","Unknown","Unknown","Unknown","","体力㊵,全能力⑳,能力倍化,神龍","神話の中で、毎年変身する神龍。能力が999まで上がるため、人々から信仰を集めている。勇者たちが召喚すると、願いを叶えてくれるといわれているが、そう易々と召喚できるわけではない。"
"922","0","848","バグモン","10","2","6","6","6","2","Unknown","Unknown","Unknown","","デバッグ用モンスター","システムのバグによって生まれた、デバッグ用モンスター。何かしらの攻撃を受けると、不思議な現象が起こることがある。"
"923","0","849","光龍神","40","20","20","20","20","1","物理攻撃","特殊攻撃","???","","絶対無敵全知全能究極生命翔光龍","究極の生命エネルギーを持つ神龍。全知全能であり、どんな攻撃にも耐え、かつ翔くこともできるため、絶対無敵であるとされている。"
"924","0","850","ハイパーモンスターX","20","20","20","20","20","1","Unknown","Unknown","Unknown","","能力倍化,能力最大③桁","遺伝子組み換えにより生まれた超強力モンスター。常に自分の能力を高めることができ、最大値を3桁にまで引き上げることができる。"
"925","0","852","破壊神バースト","20","20","2","2","2","4","Unknown","Unknown","Unknown","","固定ダメージ㊿","破壊を愛する神。「破壊こそ真の美」と語り、その言葉通りに現実を破壊する。"
